chr	peakStart	peakEnd	Gene ID	Gene Name	control score	treat score	fold change	p-value	q-value
chr6	143096026	143096125	ENSG00000010818	HIVEP2	0.9081147457104803	0.8192773734261025	0.9021738467478861	0.0	0.0
chr6	144145001	144145075	ENSG00000112419	PHACTR2	0.9310786302245874	0.010412505063316002	0.011183271450236572	0.0	0.0
chr6	146121226	146121325	ENSG00000118496	FBXO30	0.926712175767151	0.006277544146455811	0.006773995541020202	0.0	0.0
chr6	146125676	146125775	ENSG00000118496	FBXO30	0.9202934894140131	0.8184346787175159	0.8893192097215045	0.0	0.0
chr6	146125851	146126000	ENSG00000118496	FBXO30	0.9182528024070811	0.8529504864776156	0.9288841637528534	0.0	0.0
chr6	146126101	146126225	ENSG00000118496	FBXO30	0.9391051013745811	0.9538771767925862	1.0157299490721359	0.0	0.0
chr6	146126401	146126450	ENSG00000118496	FBXO30	0.8706527189014654	0.9037824758205982	1.0380516320685633	0.0	0.0
chr6	146126551	146126975	ENSG00000118496	FBXO30	0.8982510206814227	0.0012432787150873277	0.0013841105509060968	0.0	0.0
chr6	146127051	146127125	ENSG00000118496	FBXO30	0.8507021850600351	0.8857894276647845	1.041245036419265	0.0	0.0
chr6	146127301	146127400	ENSG00000118496	FBXO30	0.8716625017396352	0.681128664362688	0.7814132912719246	0.0	0.0
chr6	147706126	147706250	ENSG00000164506	STXBP5	0.9337603928802932	0.8494825190841127	0.9097435761478214	0.0	0.0
chr6	147706301	147706400	ENSG00000164506	STXBP5	0.9319997854948258	0.888555744876132	0.953386211783699	0.0	0.0
chr6	148865601	148865625	ENSG00000111961	SASH1	0.5887891750372688	0.5469602033423907	0.9289576414304315	0.0	0.0
chr6	149700226	149700625	ENSG00000055208	TAB2	0.8295036237045693	0.45348298196824044	0.5466919842290526	0.0	0.0
chr6	149911951	149912150	ENSG00000055211	GINM1	0.9265473245903318	0.8924342002809886	0.9631825343358191	0.0	0.0
chr6	150001301	150001325	ENSG00000131023	LATS1	0.21135790465354246	0.46124676077684396	2.182301918316795	0.0	0.0
chr6	151422801	151422875	ENSG00000120254	MTHFD1L	0.9347080826120138	0.8762175806190338	0.9374237763842481	0.0	0.0
chr6	151422901	151423025	ENSG00000223598	RP1-292B18.4	0.6510707466942655	0.3172724056907026	0.48730864856333295	0.0	0.0
chr6	151627051	151627125	ENSG00000131016	AKAP12	0.9959190382500306	0.010043321704758744	0.010084476065851968	0.0	0.0
chr6	151670226	151670275	ENSG00000131016	AKAP12	0.576975549540636	0.004307788238121115	0.007466153880438776	0.0	0.0
chr6	151670526	151670550	ENSG00000131016	AKAP12	0.04746624927587404	0.20097300838772525	4.23401914947333	0.0	0.0
chr6	151671676	151671725	ENSG00000131016	AKAP12	0.7339168065531443	0.7716071031039877	1.0513549985697381	0.0	0.0
chr6	151672351	151672375	ENSG00000131016	AKAP12	0.4919405868717536	0.4505731868416613	0.9159097640364514	0.0	0.0
chr6	151673051	151673075	ENSG00000131016	AKAP12	0.834786507470873	0.7460812334409819	0.8937389701007042	0.0	0.0
chr6	151673251	151673425	ENSG00000131016	AKAP12	0.8879774364492657	8.865277188968533E-4	9.983673937051718E-4	0.0	0.0
chr6	151673826	151673850	ENSG00000131016	AKAP12	0.6315300228128617	0.6634193578780606	1.0504953587529575	0.0	0.0
chr6	151674101	151674200	ENSG00000131016	AKAP12	0.8294357554328284	0.8572306026587014	1.0335105486396214	0.0	0.0
chr6	151674301	151674325	ENSG00000131016	AKAP12	0.5968998855870324	0.6930758333528395	1.161125760094963	0.0	0.0
chr6	151674376	151674500	ENSG00000131016	AKAP12	0.824960608202296	0.8797236275100645	1.0663825869541876	0.0	0.0
chr6	151674726	151674825	ENSG00000131016	AKAP12	0.6304775750411351	0.21451473509445534	0.34024165741415857	0.0	0.0
chr6	151676901	151677200	ENSG00000131016	AKAP12	0.8837079665190899	0.9101072038795186	1.0298732594483841	0.0	0.0
chr6	151677701	151677800	ENSG00000131016	AKAP12	0.9073030734240725	0.929390562333563	1.0243441134020792	0.0	0.0
chr6	151686551	151686675	ENSG00000181472	ZBTB2	0.8962713740336952	0.8645569542721864	0.9646151593364216	0.0	0.0
chr6	151686701	151686975	ENSG00000181472	ZBTB2	0.9086688349060698	0.8737686464482098	0.9615919605502179	0.0	0.0
chr6	155153226	155153550	ENSG00000213079	SCAF8	0.9461549749533791	0.8331251242736086	0.8805376987154352	0.0	0.0
chr6	155153601	155153700	ENSG00000213079	SCAF8	0.9087752937593703	0.26973887551883774	0.29681581065325535	0.0	0.0
chr6	158922926	158922950	ENSG00000130338	TULP4	0.45104463109120807	0.5827320873754551	1.2919610326934983	0.0	0.0
chr6	159057751	159057825	ENSG00000146425	DYNLT1	0.9134058078350294	0.738416955733906	0.8084215683761797	0.0	0.0
chr6	159187626	159187725	ENSG00000092820	EZR	0.8548887248381418	0.7975162294727933	0.9328889319762511	0.0	0.0
chr6	159187801	159187975	ENSG00000092820	EZR	0.8337493384516877	0.7119552342847205	0.8539199990333489	0.0	0.0
chr6	159188026	159188075	ENSG00000092820	EZR	0.8369055635510104	0.7285380998655917	0.870514107678275	0.0	0.0
chr6	160526126	160526250	ENSG00000197081	IGF2R	0.9642111456842637	0.0046221640280750586	0.0047937259891295755	0.0	0.0
chr6	166353001	166353025	ENSG00000112541	PDE10A	0.8643160489590214	0.8123462445842642	0.9398717582100328	0.0	0.0
chr6	166353101	166353750	ENSG00000112541	PDE10A	0.9654706192295102	0.8200700355054864	0.8493992661940764	0.0	0.0
chr6	166401001	166401125	ENSG00000223414	LINC00473	0.44891740745001746	0.7201590938593941	1.6042128950848866	0.0	0.0
chr6	166401151	166401225	ENSG00000223414	LINC00473	0.005840983768060093	0.3918984291449489	67.09459308686046	0.0	0.0
chr6	166401326	166401475	ENSG00000223414	LINC00473	0.1940195234604558	0.5208683681113675	2.6846183251116402	0.0	0.0
chr6	170103051	170103200	ENSG00000185127	C6orf120	0.96037842377509	0.003427676373219381	0.0035690893176730768	0.0	0.0
chr6	12125601	12125625	ENSG00000095951	HIVEP1	0.5130744445032994	0.4785298767385288	0.9326714317291466	2.004006008010012E-6	9.376407672513997E-6
chr6	96054101	96054150	ENSG00000172469	MANEA	0.8243268330505219	0.8431515542350216	1.022836477510791	1.6032048064080095E-5	7.473849315691158E-5
chr6	137519426	137519500	ENSG00000027697	IFNGR1	0.8334394645447869	0.8116035320440989	0.9738002177367321	4.208412616821025E-5	1.954777164769766E-4
chr6	117869351	117869650	ENSG00000047932	GOPC	0.9327551086768476	0.9285872940420448	0.9955317160999364	9.819629439249059E-5	4.544680484157868E-4
chr6	150183576	150183600	ENSG00000120256	LRP11	0.3853095792156459	0.33930290622805587	0.8805981593262141	1.0420831241652062E-4	4.805577572589188E-4
chr6	7883326	7883475	ENSG00000239264	TXNDC5	0.9074839954167869	0.914759681523801	1.0080174263609714	1.1422834245657069E-4	5.248771864850309E-4
chr6	64423101	64423250	ENSG00000118482	PHF3	0.8921912699988133	0.8753119325417902	0.981081032706086	2.545087630172715E-4	0.001165286550671936
chr6	139694801	139694925	ENSG00000164442	CITED2	0.8928350132387193	0.9061061428790808	1.0148640336048438	3.4468903337772205E-4	0.001572567049075586
chr6	64395726	64395800	ENSG00000118482	PHF3	0.8471729402549728	0.8640453825469151	1.0199161723542116	4.0681321962603243E-4	0.0018494132892218922
chr6	64401726	64401800	ENSG00000118482	PHF3	0.8133813254039449	0.8342942533398106	1.0257110991889071	4.2685327970613254E-4	0.0019336604402235404
chr6	127608476	127608550	ENSG00000118518	RNF146	0.8485548975419693	0.8690338568136629	1.0241339238404203	5.370736101466832E-4	0.0024243956627043937
chr6	149731301	149731375	ENSG00000055208	TAB2	0.6619437528111005	0.6863376607750231	1.0368519347154923	5.430856281707133E-4	0.0024429325449644014
chr6	24357751	24357775	ENSG00000146038	DCDC2	0.8729280211155368	0.886673127551259	1.0157459791680843	7.054101148195242E-4	0.0031620131720231817
chr6	21596901	21597200	ENSG00000124766	SOX4	0.9094642908762436	0.9128019171615732	1.003669881620216	7.755503250998746E-4	0.0034643049365088475
chr6	155154126	155154200	ENSG00000213079	SCAF8	0.8782146961124883	0.8947818792484177	1.01886461614599	8.837666495324153E-4	0.003933989044099155
chr6	1611576	1611650	ENSG00000054598	FOXC1	0.7654623635237108	0.790028223435864	1.0320928383716572	0.0010601191782372964	0.004702674001730845
chr6	26546326	26546400	ENSG00000182952	HMGN4	0.8348752759861544	0.852301007641117	1.0208722573972255	0.001474948421895369	0.006520289230585735
chr6	41754826	41754850	ENSG00000124593	PRICKLE4	0.5130771854395885	0.5462857031433148	1.0647242143017417	0.0016613209806403	0.007318946725707439
chr6	26545876	26545925	ENSG00000182952	HMGN4	0.7661806206778494	0.784472472602187	1.0238740728108662	0.0017955893831769708	0.007883375305592043
chr6	137519526	137519625	ENSG00000027697	IFNGR1	0.8181951533796069	0.8009382860459883	0.9789086170183995	0.0018056094132170208	0.007900311494007578
chr6	21594251	21594600	ENSG00000124766	SOX4	0.905817370307961	0.9110540477310455	1.0057811625110524	0.0028016003991979967	0.012216502420992625
chr6	83074926	83074975	ENSG00000146242	TPBG	0.67956421138047	0.7133884662837833	1.0497734494207729	0.0030741452162873586	0.013359505651797944
chr6	64423326	64423375	ENSG00000118482	PHF3	0.472789008526045	0.5091013200054546	1.0768044747753676	0.0030841652463274084	0.01335776974929641
chr6	1395251	1395350	ENSG00000137273	FOXF2	0.915707392107128	0.9036557142114294	0.986838942221525	0.0031462894325757188	0.013580953038929531
chr6	21596751	21596850	ENSG00000124766	SOX4	0.9351110120609619	0.9400917302220142	1.0053263389018112	0.0032024016007999993	0.013776774671897984
chr6	133847851	133847900	ENSG00000112319	EYA4	0.8581222322847155	0.8739434853978635	1.0184370623646757	0.00333065798531264	0.014280613836691653
chr6	85446576	85447000	ENSG00000112837	TBX18	0.9426864337800803	0.9449988991591286	1.0024530589347462	0.003663322982642302	0.015654600212491435
chr6	99365326	99365350	ENSG00000112234	FBXL4	0.7826063525939944	0.8003508428876093	1.0226735832577896	0.003859715571427283	0.016439054360696932
chr6	83075176	83075275	ENSG00000146242	TPBG	0.774784512547837	0.7932982349709211	1.0238953181474972	0.003917831745659573	0.01663132548985289
chr6	26138776	26138800	ENSG00000180573	HIST1H2AC	0.7342829963041178	0.7086442264569068	0.9650832581221966	0.004687370052735418	0.01983237098220068
chr6	27106276	27106350	ENSG00000197903	HIST1H2BK	0.9336006021750252	0.92477469157966	0.9905463743545116	0.004709414118823529	0.0198600950668808
chr6	57048676	57048700	ENSG00000112208	BAG2	0.8213216117507542	0.8383897801513708	1.0207813457681134	0.004789574359143929	0.020131915830893497
chr6	149912651	149912675	ENSG00000055211	GINM1	0.739046184032739	0.7054836147028599	0.9545866414643549	0.005052099146193241	0.021165984004639656
chr6	30652526	30652625	ENSG00000146112	PPP1R18	0.8380992798926619	0.8520740412615746	1.0166743507651057	0.006460915369824279	0.02698010913392419
chr6	21595526	21595575	ENSG00000124766	SOX4	0.5530010898783181	0.5787601225178699	1.0465804373825371	0.006478951423896369	0.026967583524140082
chr6	7584651	7584750	ENSG00000096696	DSP	0.8455892004906791	0.8591163446954528	1.0159973001037905	0.00655710765820876	0.02720456963696968
chr6	7882901	7882950	ENSG00000239264	TXNDC5	0.8388606415798522	0.8506452086218738	1.0140483013004726	0.007110213316419522	0.029404172489192994
chr6	34827101	34827125	ENSG00000065060	UHRF1BP1	0.6633335082089611	0.711435877779842	1.0725161159139391	0.0073687300914528145	0.03037527966959006
chr6	166321851	166321900	ENSG00000112541	PDE10A	0.7991656786997781	0.8175198871664949	1.0229667126052995	0.007376746115484854	0.03031086064119097
chr6	64152001	64152075	ENSG00000218048	RP3-407E4.4	0.8392152748870355	0.8562309846512055	1.0202757388638577	0.007863719575431288	0.03220858944314029
chr6	53409826	53409900	ENSG00000001084	GCLC	0.9205191314866136	0.9105179850209444	0.989135319274117	0.008116224332440549	0.03313694138276683
chr6	17616076	17616175	ENSG00000124789	NUP153	0.8769542139476363	0.8621119280404557	0.9830751871977813	0.009296583871158446	0.03783562070738136
chr6	21595026	21595125	ENSG00000124766	SOX4	0.8523279865397488	0.8625173940749157	1.0119547963883404	0.009545080616151688	0.038724029588311594
chr6	99323351	99323425	ENSG00000112234	FBXL4	0.9039157496755452	0.9159469906265786	1.0133101353255012	0.00998195392589787	0.040368659094640595
chr6	53159026	53159050	ENSG00000012660	ELOVL5	0.6192575513780905	0.5850568131880914	0.9447713829021721	0.01000399799198598	0.04033058309976738
chr6	170125926	170125975	ENSG00000227704	RP1-266L20.4	0.7397389595435421	0.6114860447478117	0.826624090645612	0.010120230340450561	0.04067127052181072
chr6	147706501	147706550	ENSG00000164506	STXBP5	0.8175124492827819	0.8384031967752892	1.0255540420342653	0.0114889664439214	0.04602767181596011
chr6	139694101	139694225	ENSG00000164442	CITED2	0.871049039659441	0.883915764842102	1.0147715278897402	0.012414817219622025	0.04958191799238454
chr6	90575901	90575950	ENSG00000118412	CASP8AP2	0.8084222623855838	0.8294255702745906	1.025980615411342	0.012735458180903627	0.050704526049436184
chr6	3114601	3114625	ENSG00000137275	RIPK1	0.5651710155981069	0.5941288890834316	1.0512373647729958	0.012763514265015766	0.050658901819660096
chr6	31628026	31628075	ENSG00000204439	C6orf47	0.8287388111484842	0.844539029882478	1.0190653780436534	0.01331461591721852	0.05268314075887081
chr6	146875676	146875750	ENSG00000118508	RAB32	0.8772448166149662	0.8649680058468818	0.9860052626865815	0.014202390578766955	0.056022968375320725
chr6	1611201	1611275	ENSG00000054598	FOXC1	0.7920218273839372	0.8109945663709002	1.0239548183282148	0.015424834243653063	0.060658397240378
chr6	158927701	158927750	ENSG00000130338	TULP4	0.7771757301408867	0.7594926440200677	0.9772469913366783	0.015945875805735664	0.06251563542187498
chr6	76373101	76373175	ENSG00000112701	SENP6	0.932836802090471	0.9436466451120369	1.0115881395302384	0.016551085620154688	0.06469052367389728
chr6	41066726	41066775	ENSG00000001167	NFYA	0.6762167655960016	0.6977627795115471	1.0318625846204144	0.016825634443252063	0.06556371840805211
chr6	133138101	133138125	ENSG00000112306	RPS12	0.12802194555624735	0.08617444934641105	0.6731224788999141	0.01688375061748435	0.06559081300489375
chr6	31627276	31627425	ENSG00000204439	C6orf47	0.844240958803784	0.8555475572467482	1.0133926201104773	0.018723428132837543	0.07251793010966082
chr6	148869826	148869850	ENSG00000111961	SASH1	0.6978020974138873	0.7286618474838462	1.0442242151239265	0.01988775562349136	0.07679549008830097
chr6	90578476	90578525	ENSG00000118412	CASP8AP2	0.7471730296277844	0.7691403721938275	1.029400609624502	0.02016030044058072	0.07761412962409756
chr6	49522751	49522850	ENSG00000197261	C6orf141	0.8054481431275472	0.8205166128843832	1.0187081811354426	0.021298575853130407	0.08175082108896163
chr6	1395101	1395225	ENSG00000137273	FOXF2	0.9223135010824781	0.9104449890489789	0.9871318027768544	0.022278534791047303	0.08525696000633624
chr6	11190226	11190450	ENSG00000111859	NEDD9	0.9371669354343491	0.941837862298824	1.0049840926817484	0.022935848761674586	0.0875111848585322
chr6	33171976	33172050	ENSG00000112473	SLC39A7	0.7813142324642441	0.7929565579799476	1.014900951540309	0.02328053779505231	0.08856275802153431
chr6	82455526	82455600	ENSG00000112773	FAM46A	0.8551046920216424	0.8672355836997161	1.0141864403169087	0.02486169853537221	0.09429792166374903
chr6	11190726	11190925	ENSG00000111859	NEDD9	0.9201422632885906	0.924390769517004	1.0046172275722118	0.02517833148463779	0.09521717098320251
chr6	1395551	1395625	ENSG00000137273	FOXF2	0.8412819735735007	0.8559199556942025	1.0173996146125945	0.025338651965278593	0.09554162299849164
chr6	35801576	35801725	ENSG00000096063	SRPK1	0.9091721000638698	0.9026646833263591	0.9928424808272783	0.02543083624164705	0.09560801191141209
chr6	11134876	11135025	ENSG00000224531	SMIM13	0.915029599175633	0.9058169489951036	0.9899318555499961	0.02543484425366307	0.09534348050642122
chr6	24667076	24667100	ENSG00000111802	TDP2	0.2747675315995555	0.3137892151217858	1.1420170836600165	0.027096165234303374	0.10127487997194438
chr6	149730776	149730875	ENSG00000055208	TAB2	0.8369008086702491	0.8495388347731924	1.015100984456	0.027557086616145674	0.10269821233110103
chr6	90572201	90572250	ENSG00000118412	CASP8AP2	0.7594687188796753	0.775140313127989	1.0206349436898883	0.028989950911872835	0.107724977011655
chr6	80223351	80223375	ENSG00000135338	LCA5	0.719942042662284	0.6726599737893122	0.9343251733179427	0.02961319678036395	0.10972288518042364
chr6	82462351	82462400	ENSG00000112773	FAM46A	0.8467504006371973	0.860322496042984	1.0160284487560602	0.03017031045059073	0.11146495100189428
chr6	49518701	49518775	ENSG00000197261	C6orf141	0.7480153845050781	0.7646917241094764	1.0222941131290129	0.030607183760336915	0.11275405051940209
chr6	83076376	83076450	ENSG00000146242	TPBG	0.8522279978271585	0.8621977066788861	1.0116984056815153	0.03177551926300675	0.11672268107499902
chr6	11190976	11191050	ENSG00000111859	NEDD9	0.8371531793037129	0.8490667041600234	1.0142309975651282	0.03332862391921451	0.1220779881840943
chr6	150185451	150185500	ENSG00000120256	LRP11	0.5140331486486212	0.4919822990793213	0.9571022809963308	0.03663523383243103	0.13380732129110137
chr6	138741826	138741850	ENSG00000051620	HEBP2	0.6459675753358839	0.6792478322547798	1.051520011513877	0.040979918857796734	0.14925072720368016
chr6	121769276	121769300	ENSG00000152661	GJA1	0.14240832586568733	0.1035107344427612	0.7268587269285612	0.041005970935900866	0.14892253467372496
chr6	10529801	10530050	ENSG00000111846	GCNT2	0.9073382686720173	0.8980419623407324	0.989754310324758	0.04108011915819724	0.1487703750305335
chr6	127771326	127771350	ENSG00000214338	SOGA3	0.5565512308617105	0.5791096802329837	1.040532565773587	0.042789536283029776	0.15452446623899765
chr6	137518951	137518975	ENSG00000027697	IFNGR1	0.7344002878197702	0.7608339495015065	1.035993533935302	0.044146248350452555	0.15897609658786566
chr6	35801426	35801475	ENSG00000197753	LHFPL5	0.46535955679700053	0.4477773250621516	0.9622179635551814	0.045881717553389226	0.1647629184970448
chr6	43588801	43588875	ENSG00000172432	GTPBP2	0.7831515797735936	0.7994522409133921	1.0208141840746985	0.045893741589437285	0.16434574502139274
chr6	17637476	17637825	ENSG00000124789	NUP153	0.9397654659005829	0.9416289531820365	1.0019829280273327	0.04594384173963754	0.1640668666022711
chr6	64286826	64286900	ENSG00000112245	PTP4A1	0.7916907943189441	0.8015451594251664	1.01244723972659	0.04612620628636645	0.16426054571978274
chr6	33422926	33422975	ENSG00000213588	ZBTB9	0.7306556247565508	0.7073986591672246	0.9681697303061545	0.046949852755658564	0.16673050202979023
chr6	35837401	35837625	ENSG00000096063	SRPK1	0.9382196289592925	0.941156501504837	1.0031302612468278	0.0473787100413727	0.1677886913619884
chr6	116757951	116758050	ENSG00000111817	DSE	0.8896878128712008	0.878971755981733	0.9879552616834383	0.047815583351118886	0.16886936048521878
chr6	143074201	143074525	ENSG00000010818	HIVEP2	0.8769405408707934	0.870935453627327	0.9931522298678274	0.04808412015619223	0.16935121439625944
chr6	486576	486650	ENSG00000112685	EXOC2	0.8705111124215771	0.8843311510175029	1.0158757750460892	0.0494187881575269	0.1735750312820534
chr6	155154351	155154575	ENSG00000213079	SCAF8	0.9150594195013453	0.9202499181586032	1.0056723077721952	0.05037670302935568	0.1764561018678524
chr6	114181751	114181900	ENSG00000155130	MARCKS	0.935938117503273	0.9395236648973717	1.0038309663075413	0.05054503953402852	0.17656332611069364
chr6	82461326	82461500	ENSG00000112773	FAM46A	0.8474900409393387	0.8590185596259745	1.0136031317534515	0.05244483722962202	0.1827018514358028
chr6	7581001	7581050	ENSG00000096696	DSP	0.5278269948193084	0.5111790564971564	0.9684594791748932	0.05582960337715093	0.19396626430760835
chr6	17760551	17760600	ENSG00000137177	KIF13A	0.9134665321278536	0.9036493830901974	0.9892528640159505	0.05617028439851263	0.19462244486187347
chr6	7229601	7229650	ENSG00000124782	RREB1	0.7056483658881009	0.721050401621461	1.0218267858014178	0.05716226737247758	0.19752567862942388
chr6	7252001	7252075	ENSG00000124782	RREB1	0.9021102216217648	0.8906058704139577	0.987247288710325	0.0583265948631314	0.2010072435874582
chr6	155154951	155155025	ENSG00000213079	SCAF8	0.7904083467936326	0.8064529540444244	1.0202991369155934	0.058953848743638536	0.20262422007867184
chr6	8015851	8015925	ENSG00000239264	TXNDC5	0.22860114119004402	0.25326556660007127	1.1078928358871265	0.06009613216820424	0.20599797176373755
chr6	11185151	11185175	ENSG00000111859	NEDD9	0.8504885248985771	0.8601369332474809	1.0113445485346841	0.06479953426900374	0.22152800782096743
chr6	21594751	21594850	ENSG00000124766	SOX4	0.8308441412495873	0.840063340830687	1.0110961841377784	0.06499392285178071	0.22160161993612465
chr6	82461626	82461750	ENSG00000112773	FAM46A	0.8753276691299202	0.8834493312036849	1.0092784249375295	0.06544081619156694	0.22253349166469183
chr6	160525801	160526025	ENSG00000197081	IGF2R	0.921301768673264	0.9257715934976174	1.0048516403379864	0.06844682520358196	0.2321397616692912
chr6	34725251	34725325	ENSG00000124562	SNRPC	0.3828041388625619	0.40463355835442144	1.057025035196124	0.07048089130171212	0.2384076587039444
chr6	155154226	155154300	ENSG00000213079	SCAF8	0.7976127589493723	0.812098884074233	1.018161852305299	0.07087167247327407	0.23909864239667727
chr6	150184276	150184300	ENSG00000120256	LRP11	0.3893910230883336	0.36526374521735777	0.9380384332447681	0.07365323281239197	0.2478305629015394
chr6	127833926	127833950	ENSG00000214338	SOGA3	0.6783722348145053	0.6536320914254443	0.9635301356403156	0.0766792818844871	0.25733727585317395
chr6	41034876	41034975	ENSG00000124596	OARD1	0.867534773579007	0.8788389190864803	1.0130301929694854	0.0793045297549802	0.2654527601720225
chr6	126250101	126250175	ENSG00000111912	NCOA7	0.914160723343007	0.9063287992854594	0.9914326618311636	0.08340472604736869	0.27845015310605903
chr6	90572326	90572350	ENSG00000118412	CASP8AP2	0.6371200112564029	0.6186400436557634	0.9709945265034181	0.0847474100727354	0.2821978693850566
chr6	17616201	17616300	ENSG00000124789	NUP153	0.8056784559855976	0.7954944337269966	0.9873596939536595	0.0905109313517722	0.3006088445413781
chr6	31599776	31599875	ENSG00000204469	PRRC2A	0.8766495537609232	0.8855144216242492	1.0101122139688485	0.09349690030370711	0.3097235818846318
chr6	138192476	138192525	ENSG00000118503	TNFAIP3	0.8372444937382091	0.8483180553556202	1.0132261982016375	0.094875656437218	0.3134809060631791
chr6	142764926	142764975	ENSG00000112414	GPR126	0.7234763580624198	0.7424819779923142	1.0262698562545904	0.09651092533975417	0.31806428351044946
chr6	11213651	11213775	ENSG00000111859	NEDD9	0.9190521113907533	0.9244619409299105	1.005886314249331	0.0968576183791399	0.3183883763129676
chr6	82924376	82924500	ENSG00000005700	IBTK	0.9799863878341846	0.9780356689729167	0.998009442900958	0.1001822643464285	0.32847484115632053
chr6	26094451	26094600	ENSG00000010704	HFE	0.8355148147124186	0.8463039876626446	1.0129132036443178	0.10306803299796292	0.33707453648823593
chr6	138413076	138413175	ENSG00000112378	PERP	0.9163401618024811	0.9198074035044652	1.0037837932315046	0.1054648241835429	0.34403538066997963
chr6	64423551	64423650	ENSG00000118482	PHF3	0.8229067165431722	0.8339569941998316	1.0134283478728658	0.10735660585510436	0.34931768707168476
chr6	168709051	168709075	ENSG00000164488	DACT2	0.759432871889013	0.734114096693688	0.9666609438009351	0.10948686424161899	0.35534724039938115
chr6	2841601	2841625	ENSG00000021355	SERPINB1	0.5413997408005078	0.5231603460325425	0.9663106695599877	0.11109608106605104	0.3596595351683774
chr6	17764276	17764325	ENSG00000137177	KIF13A	0.6142443522790537	0.6353563110802278	1.0343706193192361	0.1124507891274658	0.3631282409607334
chr6	25984076	25984125	ENSG00000112343	TRIM38	0.7558024676734205	0.7419454952461209	0.9816658809411466	0.11274337400463527	0.36315830521091064
chr6	90573076	90573150	ENSG00000118412	CASP8AP2	0.7107976818059412	0.7308167011248038	1.028164159550999	0.11533655777900022	0.37058011797663726
chr6	149699501	149699650	ENSG00000055208	TAB2	0.9064593202388216	0.9108883093649055	1.0048860318683877	0.11600589578567556	0.37179889599309024
chr6	144508926	144509000	ENSG00000135604	STX11	0.7211821704919105	0.7420784942680896	1.0289750975983307	0.12054897740583426	0.38539598262912594
chr6	7584551	7584600	ENSG00000096696	DSP	0.7893316123843538	0.7987117823234458	1.0118836871498875	0.1209357505653802	0.3856707269274065
chr6	32944676	32944725	ENSG00000204256	BRD2	0.8884245282564907	0.8806220311474001	0.991217602777804	0.12124436749061374	0.38569548169470674
chr6	114182626	114182700	ENSG00000155130	MARCKS	0.31092528596434754	0.33008896343302446	1.061634348616067	0.12617622627632638	0.40039089625309515
chr6	99374426	99374625	ENSG00000112234	FBXL4	0.9225901909038972	0.9274366059652055	1.005253052882082	0.1275449623797972	0.40373491795283956
chr6	166204826	166204900	ENSG00000112541	PDE10A	0.750812072455654	0.7673240143688933	1.021992110301629	0.13062912762612464	0.4124791665435758
chr6	166337626	166337975	ENSG00000112541	PDE10A	0.9539574305494692	0.9558567760988244	1.0019910170920951	0.13070127184241298	0.4116929496362984
chr6	30652901	30652950	ENSG00000146112	PPP1R18	0.8160034233863078	0.829528664474924	1.0165749808162423	0.1319657996334673	0.4146572429659438
chr6	76022576	76022600	ENSG00000118407	FILIP1	0.7706068099536982	0.7849813722266424	1.0186535624747566	0.13239866493119745	0.41500021623910793
chr6	5042976	5043000	ENSG00000272142	RP11-428J1.5	0.758742618638644	0.7381024235743562	0.9727968423583204	0.13242070899728559	0.41405694862078074
chr6	133847401	133847425	ENSG00000112319	EYA4	0.7566427688356887	0.7727975259566328	1.0213505735947266	0.13536058581103627	0.4222196374933054
chr6	8413626	8413650	ENSG00000124786	SLC35B3	0.1521473423584924	0.17685410444296096	1.1623870762477995	0.13589765942118295	0.42286601790766154
chr6	136597251	136597300	ENSG00000029363	BCLAF1	0.8497062918425696	0.8383484393209414	0.9866332018125946	0.13611208806404002	0.42250774067336394
chr6	137518726	137518750	ENSG00000027697	IFNGR1	0.892295627644114	0.8988853364902465	1.0073851183867515	0.13675938200462726	0.4234916128742322
chr6	136710551	136710575	ENSG00000135525	MAP7	0.505984122344566	0.48316078245344896	0.9548931697987654	0.13782150518887257	0.42575221602924007
chr6	18121826	18121900	ENSG00000187566	NHLRC1	0.6877753175406618	0.6672947338127304	0.970221984991893	0.14006398791183575	0.43163950120907074
chr6	160211501	160211550	ENSG00000112110	MRPL18	0.5043423385882786	0.4883678418611926	0.9683260842787842	0.14193572952331712	0.4363587655848742
chr6	71269626	71269675	ENSG00000082269	FAM135A	0.8423443931619815	0.8517816711727637	1.0112035861903903	0.1432744055366678	0.4394205452105457
chr6	63990876	63990975	ENSG00000146166	LGSN	0.8841774322258515	0.8928744621155428	1.0098362948122268	0.14347681014347682	0.4389910992934064
chr6	63990326	63990600	ENSG00000146166	LGSN	0.8950367750417191	0.900529177539878	1.0061365104220472	0.14946478009541073	0.45622344781503943
chr6	82458476	82458550	ENSG00000112773	FAM46A	0.8369185055658044	0.8480209278979681	1.0132658344370793	0.15088762436109784	0.4594725283394951
chr6	31599326	31599525	ENSG00000204469	PRRC2A	0.9127993165751257	0.9168348619933122	1.0044210653370427	0.15205395585775966	0.4619269464683599
chr6	33168901	33168975	ENSG00000112473	SLC39A7	0.7274829489060405	0.73815223671027	1.0146660314448244	0.1529858186514843	0.4636591477806215
chr6	25966826	25966925	ENSG00000112343	TRIM38	0.8983683387711118	0.8913683357749588	0.9922080925005345	0.1564086609131654	0.47291486625159923
chr6	150001126	150001175	ENSG00000131023	LATS1	0.682635440562856	0.6595663831507717	0.9662058896428479	0.15717619521423326	0.4741173700344636
